roi_ids_rem,degallsub_w_avg,degallsub_b_avg,pet_avg,ICallsub_w_avg,ICallsub_b_avg,AvgMIallsub_avg,btw_avg
243,2.1093215851484537,68.0,24.703464428583782,29.701339823620646,29.663858665249887,0.029060932075435537,0.0032117718184566223
244,8.29046518822901,139.44444444444446,30.49004210366143,29.434742104065833,29.43686706141211,0.054805602447124555,0.002575715046566193
247,4.073061892738306,95.47058823529412,30.83536508348253,29.59721996087055,29.567729609090648,0.0362981715440547,0.004138417469159794
248,4.727202483255765,109.375,32.30292956969317,30.551318348238212,30.6794872891658,0.041441003303922974,0.0045808232931726905
250,4.620899900685507,106.83333333333333,32.66464143329196,29.311901370633066,29.491632556617674,0.03861161266810092,0.004073642239207728
253,6.834146213836444,112.16666666666667,29.206417984432644,29.79005985395335,29.754022332788843,0.05736743542501564,0.0045981416706251535
255,1.7590079167773631,67.75,19.66937239964803,30.320769095600607,30.39079203019584,0.024233628129921442,0.004445200155460552
257,8.856678659772927,139.0,31.363158967759873,29.447773347882666,29.431334350869847,0.05780375876416602,0.0032225676901153
261,2.9790328022828225,82.5,34.0455797513326,30.03991410205505,29.846249475908557,0.03281571864456002,0.0031317024369880955
262,8.535073153977969,135.38888888888889,32.456613858540855,29.92520194221335,29.757588452114742,0.0584244343062647,0.0028096255991708775
264,8.43118056759069,144.44444444444446,31.073249551985,29.763889517919672,29.65854129584388,0.055335627158620206,0.0035788314548516648
265,5.821401361526654,106.38888888888889,31.39844160609775,30.19305076538423,29.905228437510704,0.04884031732600367,0.003528450720444502
266,7.830631870784659,133.05555555555554,32.371921963161896,30.103952229663832,29.84304110338128,0.054295679470001953,0.003248657713290438
267,3.8427970459928997,89.16666666666667,34.47510708702935,29.70046091810319,29.54422601990367,0.03900369472094801,0.0027691410804508354
269,9.524414484589942,137.77777777777777,30.239216380649143,30.035695140619307,29.78394623206695,0.06774717436772543,0.0023858876365677765
274,6.544075592786876,120.77777777777777,34.36889770295885,29.961300169140745,29.784442454868536,0.048347585198150536,0.00358512904665256
277,5.211822180135832,101.11111111111111,36.40683560901218,29.696278094051927,29.478086182346697,0.04640720335632734,0.0031335017489312086
279,6.717624220971647,125.44444444444444,29.742018593682182,29.57797893305463,29.417512579711577,0.04870904104546934,0.002718760346043673
282,1.6150951012127959,62.8235294117647,21.195818132824368,29.803681669548833,29.905515263280606,0.0237758056117263,0.003390803356796361
283,13.76014825910229,159.27777777777777,29.116699589623344,29.291988752474385,29.504112487231826,0.0818339588653946,0.0025892098861395405
284,10.569971589421787,148.27777777777777,28.890842225816513,29.272270312616588,29.543007888241,0.06580810816233688,0.0021290093962186506
287,7.2497982137681385,120.11111111111111,26.172108199861313,30.035848538700098,29.717184903677467,0.05817062751005756,0.0030525327114911257
288,1.9283638142413726,73.41176470588235,23.32349967956543,29.758861462575485,29.829325037691234,0.024758549486526185,0.004360897098831759
289,5.89635440350197,116.61111111111111,34.103270848592125,30.04664412786628,29.783998350518534,0.047205525063360926,0.0034825682658951216
290,8.30531710452798,125.61111111111111,29.77043538623386,29.002794767352295,29.222341533544416,0.0621079442664065,0.002441666306804278
292,9.219382988664076,146.5,28.116788387298584,29.060363350981447,29.382487656480635,0.059270332932076286,0.0023795900447668807
293,3.8198876673016096,96.88888888888889,29.28176106346978,30.10935208621525,29.851623231864252,0.03525407947573555,0.003731772970016266
295,,,16.56200408935547,,,,7.692058556807877e-05
297,8.517885157565267,118.88888888888889,30.728405952453613,29.81330874777275,29.617453287244203,0.06616819355168764,0.002820421470829554
298,13.603137246166433,157.88888888888889,31.913507832421196,29.528442714363607,29.56145537599254,0.08131524991455898,0.0019333606828748687
301,5.316986008081246,107.38888888888889,30.124383449554443,29.125288751817102,29.319829338406766,0.045831498086584724,0.0032558549610628897
303,9.410707515669802,124.0,27.041772471533882,28.79848455058541,29.38269614641288,0.07340898472946279,0.0031433979646183306
304,5.5365576399213206,104.11111111111111,26.397503164079453,29.982953202035276,29.90853159798848,0.05085502170114854,0.002880698420923839
305,5.226052966637374,116.0,31.102987819247776,29.97097829338533,29.722312000853005,0.041526246099389805,0.0028186221588864416
308,13.686780161616106,146.33333333333334,29.196788363986546,29.351003559310623,29.611506890123312,0.08823166810182435,0.001828100934202761
309,7.851755814645281,129.77777777777777,32.355903413560654,30.25185611908382,29.967732965959524,0.056605991391805714,0.003108311381727627
310,1.6359332120415306,63.57142857142857,21.093008858816965,29.318275683425668,29.307076086288614,0.024296966904121673,0.0031061746987951803
311,5.48723707369473,118.11111111111111,28.66298548380534,29.840157424215647,29.780274784475637,0.043273313244650405,0.0032306645938593084
313,8.903486368482357,120.16666666666667,26.946288214789497,28.8184845852346,29.345592930785966,0.07024186576109158,0.0027286565617307946
314,3.7751069603103082,91.0,28.86474672953288,29.75045351541051,29.704191521717764,0.038058774630772764,0.00410602985418376
315,8.644422439467164,137.22222222222223,26.69649839401245,29.48506522873115,29.612663815970052,0.056338415413381186,0.003290941543953592
317,3.139198509098661,83.5,29.177203761206734,29.942114095585694,29.697797344765256,0.03193136836151814,0.003363813677649667
