ROI,CN_Ab.neg,CN_Ab.pos,MCI_Ab.neg,MCI_Ab.pos,Dementia_Ab.neg,Dementia_Ab.pos
rd32,1.1462389534883721,1.474615503875969,1.1151215189873418,1.5905410526315789,1.1717,1.6777240000000004
r8BM,0.9761819767441859,1.2823643410852714,0.9428772151898734,1.4113642105263156,0.9665571428571429,1.495688
rp32,1.148646511627907,1.4975046511627907,1.1184405063291136,1.6320768421052636,1.1278428571428571,1.7277120000000001
r10r,1.0605191860465117,1.3954410852713177,1.0364974683544304,1.545710526315789,1.1008,1.6610260000000003
r47m,1.0742209302325583,1.3198178294573641,1.0412683544303798,1.4073231578947365,1.0740142857142856,1.485686
r8Av,0.9121906976744185,1.202031007751938,0.8785278481012664,1.316842105263158,0.9174857142857142,1.4097979999999999
r8Ad,1.093914534883721,1.4309457364341087,1.0797164556962027,1.537444210526316,1.1516714285714287,1.6165059999999998
r9m,0.973035465116279,1.2994023255813956,0.9443822784810126,1.4290526315789476,1.0166857142857144,1.5436819999999998
r8BL,0.7882319767441861,1.0687162790697675,0.7606113924050634,1.221681052631579,0.8127142857142857,1.2978239999999999
r9p,0.9624517441860465,1.3038426356589146,0.9408670886075952,1.44311052631579,0.9908285714285714,1.534898
r10d,0.8836116279069768,1.2049589147286823,0.8625607594936707,1.3686326315789474,0.9294285714285715,1.4745960000000002
r8C,1.1307308139534884,1.4481441860465116,1.1101645569620253,1.5446010526315785,1.1812,1.6321439999999998
r44,0.9619511627906977,1.2204829457364341,0.9447759493670884,1.3351673684210525,0.9739142857142858,1.4014759999999997
r45,0.971474418604651,1.2345209302325582,0.9636481012658229,1.3477315789473685,0.9889428571428571,1.399694
r47l,0.9480174418604652,1.2029643410852715,0.9152860759493668,1.3002252631578948,0.9772285714285713,1.3619640000000002
ra47r,1.0203476744186046,1.3332713178294575,0.989567088607595,1.4830568421052632,1.0504714285714285,1.55296
r6r,1.0801529069767442,1.3309937984496123,1.0499392405063293,1.4081547368421052,1.0910857142857142,1.479034
rIFJa,1.1551901162790699,1.4564658914728683,1.1346215189873416,1.5661410526315789,1.1239714285714286,1.6178920000000003
rIFJp,1.3428837209302324,1.6284007751937983,1.3189354430379745,1.6909789473684214,1.388085714285714,1.7417779999999998
rIFSp,1.078688953488372,1.3921596899224804,1.047240506329114,1.4951105263157893,1.058242857142857,1.5559380000000003
rIFSa,1.0671424418604651,1.3822139534883722,1.041754430379747,1.496878947368421,1.0958285714285716,1.563218
rp9.46v,0.9672325581395348,1.307962015503876,0.9383050632911389,1.4419968421052631,0.9913714285714287,1.534528
r46,1.0454877906976743,1.3789604651162792,1.0064063291139242,1.5374547368421057,0.9939142857142859,1.62304
ra9.46v,0.9567703488372094,1.3372147286821705,0.9259443037974683,1.491756842105263,1.0175285714285713,1.601962
r9.46d,1.0919081395348837,1.4439860465116279,1.0669784810126584,1.6230357894736844,1.1018142857142856,1.7122919999999997
r9a,0.9207366279069766,1.2682007751937983,0.8969810126582279,1.4170715789473682,0.9641714285714286,1.5260799999999997
r10v,0.908653488372093,1.2099713178294573,0.8979594936708859,1.367165263157895,0.9422571428571428,1.471022
ra10p,1.0354761627906977,1.3677751937984495,1.0009341772151898,1.54611052631579,1.039842857142857,1.648134
r10pp,0.9040529069767441,1.194539534883721,0.8856822784810126,1.3571810526315788,0.9512714285714285,1.4494900000000002
r11l,1.1532151162790698,1.421729457364341,1.129087341772152,1.5555789473684207,1.1764,1.6155119999999998
r13l,1.1442930232558142,1.3909627906976745,1.1225708860759493,1.4890021052631583,1.1648285714285715,1.571398
rOFC,0.9792866279069767,1.2451224806201548,0.969293670886076,1.3599042105263157,0.9928142857142859,1.4388979999999998
r47s,0.8978098837209302,1.129879069767442,0.899113924050633,1.2234873684210528,0.908457142857143,1.3064939999999998
rLIPd,1.1659959302325582,1.4691736434108529,1.1342151898734179,1.583502105263158,1.0811428571428574,1.67965
r6a,1.1660837209302324,1.429577519379845,1.1449620253164556,1.5306231578947374,1.1452000000000002,1.586582
ri6.8,0.9070412790697674,1.1706,0.8748303797468354,1.2984768421052633,0.9281714285714286,1.39197
rs6.8,0.872871511627907,1.1318348837209302,0.8444569620253164,1.275196842105263,0.8512142857142858,1.3418679999999998
