ROI,CN_Ab.neg,CN_Ab.pos,MCI_Ab.neg,MCI_Ab.pos,Dementia_Ab.neg,Dementia_Ab.pos
l8BM,1.013502906976744,1.3226720930232558,0.9835632911392405,1.435347368421053,0.9890857142857142,1.4998600000000002
lp32,1.1462017441860466,1.4811798449612403,1.100873417721519,1.6013863157894737,1.2009714285714286,1.7342479999999998
l10r,1.0506953488372093,1.3971875968992247,1.0341468354430379,1.5426631578947372,1.0655000000000001,1.629728
l47m,1.1081953488372094,1.3491875968992249,1.0799962025316456,1.4610915789473686,1.074,1.521156
l8Av,0.8895011627906979,1.1765883720930235,0.856926582278481,1.280398947368421,0.905942857142857,1.3833799999999998
l8Ad,1.1565488372093022,1.4738155038759686,1.1161759493670884,1.5758242105263158,1.1518714285714284,1.6587020000000001
l9m,0.9380098837209303,1.2537186046511628,0.9115810126582277,1.3713736842105262,0.9632714285714286,1.4578179999999998
l8BL,0.7934238372093024,1.0655178294573642,0.7586075949367088,1.1946873684210526,0.8377714285714285,1.2951219999999999
l9p,0.9482203488372094,1.269637984496124,0.9138582278481012,1.3985736842105263,0.9640857142857143,1.5105579999999998
l10d,0.8713941860465115,1.1830348837209301,0.8472835443037973,1.325005263157895,0.8974857142857143,1.42654
l8C,1.1099877906976745,1.4191310077519381,1.0880607594936709,1.495973684210526,1.0835428571428571,1.5855099999999995
l44,0.9797209302325581,1.2332317829457367,0.9520569620253165,1.3208673684210528,0.9572857142857142,1.40379
l45,1.007825581395349,1.2884410852713177,1.0042101265822787,1.3825957894736838,1.0190714285714286,1.450112
l47l,0.9176197674418605,1.1783651162790696,0.9112987341772153,1.2775536842105262,0.9153999999999999,1.3605999999999998
la47r,0.9816302325581396,1.2639596899224805,0.955540506329114,1.392925263157895,1.0006428571428572,1.4781000000000004
l6r,1.058764534883721,1.2905046511627907,1.022679746835443,1.348782105263158,1.0463571428571428,1.4230219999999998
lIFJa,1.1861616279069767,1.5139286821705427,1.1666531645569622,1.5579126315789478,1.1899857142857146,1.6415119999999999
lIFJp,1.3365261627906977,1.6151782945736435,1.2804835443037974,1.642998947368421,1.3080142857142858,1.7057920000000002
lIFSp,1.0672313953488373,1.3546038759689922,1.0179177215189874,1.471516842105263,1.0359714285714283,1.53033
lIFSa,1.1265145348837209,1.4300162790697672,1.0899101265822786,1.5278400000000003,1.0949142857142857,1.617886
lp9.46v,0.9820773255813953,1.3115333333333334,0.948473417721519,1.4327663157894737,0.9906857142857143,1.5417619999999999
l46,0.9741052325581395,1.303989147286822,0.9408797468354432,1.4600694736842104,0.9345142857142857,1.565234
la9.46v,0.986342441860465,1.3391116279069768,0.9695620253164559,1.4961326315789467,0.9980857142857144,1.6015919999999997
l9.46d,1.082414534883721,1.4351341085271316,1.0601620253164556,1.5800252631578946,1.073042857142857,1.6925320000000001
l9a,0.9487337209302326,1.279889147286822,0.9311531645569618,1.4182705263157902,0.9616,1.540448
l10v,0.8737558139534883,1.1749782945736436,0.8559632911392406,1.3242873684210525,0.9091571428571429,1.421206
la10p,1.1061581395348838,1.4467806201550388,1.0687493670886075,1.6161557894736842,1.0998714285714286,1.7019819999999999
l10pp,0.9453744186046511,1.234906976744186,0.9261987341772152,1.4037452631578946,1.0081857142857145,1.4967559999999998
l11l,1.168095930232558,1.4382093023255813,1.142284810126582,1.5643621052631578,1.1833428571428573,1.656678
l13l,1.1234732558139537,1.3634418604651164,1.0968240506329114,1.4661863157894737,1.0959999999999999,1.5475119999999998
lOFC,0.9870517441860465,1.2426891472868218,0.9699113924050635,1.3502484210526318,0.9752428571428571,1.4163480000000002
l47s,0.876328488372093,1.0857999999999999,0.8721569620253163,1.1782294736842107,0.8374857142857144,1.2585600000000001
lLIPd,1.1786767441860464,1.4991728682170544,1.1433772151898733,1.6096052631578948,1.1140571428571429,1.6555959999999998
l6a,1.1752180232558138,1.4226635658914728,1.1360594936708863,1.4928842105263156,1.130057142857143,1.5676039999999998
li6.8,0.9843505813953487,1.2451077519379845,0.9336050632911389,1.3409505263157895,0.9322142857142859,1.426174
ls6.8,0.8638750000000001,1.1450317829457362,0.8403215189873416,1.2594242105263163,0.8371714285714287,1.345648
l43,0.9760988372093024,1.1584806201550388,0.9363341772151899,1.2338694736842106,0.9547571428571429,1.2968959999999998
lOP4,0.9834540697674419,1.1888271317829457,0.9575696202531645,1.2535294736842104,0.9554857142857143,1.35012
lOP1,1.1852436046511627,1.385268992248062,1.161227848101266,1.4399936842105256,1.1670571428571428,1.4979740000000001
lOP2.3,1.3102918604651164,1.4844131782945738,1.2958911392405061,1.5129084210526313,1.2969857142857144,1.5694639999999997
l52,1.2257034883720928,1.404524031007752,1.1882139240506326,1.4362642105263161,1.1946999999999999,1.47161
lRI,1.3696796511627907,1.571864341085271,1.332918987341772,1.5906042105263158,1.3572,1.6328840000000002
lPFcm,1.168529651162791,1.406722480620155,1.128453164556962,1.465378947368421,1.1377428571428572,1.5375899999999998
lPoI2,0.8841482558139535,1.0450581395348835,0.8724924050632912,1.1107568421052632,0.8171714285714284,1.1650479999999999
lTA2,0.8211860465116281,1.0016744186046511,0.7944544303797468,1.0961663157894737,0.7988428571428571,1.17381
lFOP4,1.1792738372093023,1.414182945736434,1.1484962025316452,1.489227368421053,1.1515714285714285,1.550396
lMI,0.917989534883721,1.1438821705426359,0.8930936708860759,1.2535663157894736,0.8704714285714285,1.341564
lPir,0.9134191860465115,1.0191713178294572,0.8896101265822786,1.0436684210526315,0.8146714285714286,1.058568
lAVI,1.1357866279069768,1.3764906976744185,1.103125316455696,1.4630663157894737,1.0745571428571428,1.5384820000000001
lAAIC,0.8947761627906977,1.0377937984496124,0.8730835443037975,1.0940842105263158,0.8060571428571429,1.137056
lFOP1,0.936004069767442,1.1374713178294573,0.9076936708860754,1.2340263157894737,0.8987857142857143,1.300138
lFOP3,1.215886046511628,1.421106976744186,1.1987784810126585,1.5042263157894742,1.1777857142857144,1.561678
lFOP2,1.2573156976744186,1.4580085271317829,1.241960759493671,1.504766315789474,1.253657142857143,1.5719279999999998
lPFt,1.1029244186046514,1.3749441860465115,1.05960253164557,1.4416473684210527,1.086442857142857,1.53648
lAIP,1.183906976744186,1.478036434108527,1.123913924050633,1.537602105263158,1.1082571428571428,1.615136
lEC,0.7518877906976744,0.808184496124031,0.7440670886075949,0.8206010526315791,0.7183142857142857,0.8208240000000001
lPreS,0.9005680232558139,0.9893023255813954,0.8602531645569618,0.9729442105263159,0.7988285714285716,0.9285419999999999
lH,0.9768075581395348,1.0510426356589146,0.9410886075949366,1.0415705263157897,0.8763428571428573,1.009728
lProS,1.0520843023255815,1.2322496124031008,1.0313303797468358,1.2535589473684208,0.9720714285714287,1.26599
lPeEc,0.8556732558139536,0.9649589147286821,0.8354417721518987,0.9978021052631579,0.8054857142857142,1.030306
lSTGa,0.7676034883720929,0.9501573643410853,0.7567367088607595,1.04538,0.7353285714285713,1.136348
lPBelt,1.057445930232558,1.2846751937984495,1.0271417721518985,1.3945231578947366,1.0430999999999997,1.4655899999999997
lA5,0.8788726744186048,1.1223286821705425,0.8567620253164557,1.2299494736842105,0.9138428571428571,1.341164
lPHA1,0.8676540697674417,0.9906798449612403,0.8498113924050632,1.00638,0.8161428571428571,1.012164
lPHA3,1.0573127906976745,1.2450922480620155,1.031924050632911,1.2968884210526317,0.9999714285714286,1.342908
lSTSda,1.0218976744186046,1.273953488372093,1.0047759493670885,1.3681568421052634,1.0254571428571428,1.4659879999999998
lSTSdp,1.2476447674418605,1.5352806201550386,1.2125316455696202,1.6292305263157896,1.2250142857142858,1.7085899999999998
lSTSvp,1.1516738372093023,1.4489519379844962,1.1261848101265823,1.5456357894736845,1.1150857142857142,1.6231300000000002
lTGd,0.882968023255814,1.027091472868217,0.8550670886075948,1.1004105263157895,0.8281,1.1638460000000002
lTE1a,0.8910877906976746,1.1208519379844961,0.8817341772151899,1.2226168421052632,0.8831999999999999,1.322112
lTE1p,0.9218343023255814,1.1866426356589146,0.9117911392405065,1.3007621052631577,0.9003571428571429,1.419528
lTE2a,0.9659627906976744,1.17581007751938,0.9569037974683546,1.292863157894737,0.937857142857143,1.4022159999999997
lTF,0.9987593023255812,1.1867720930232557,0.9936,1.2664305263157896,0.9636428571428571,1.3540340000000004
lTE2p,1.0834726744186047,1.3245480620155037,1.0633443037974684,1.4307778947368424,1.0916142857142856,1.5397800000000001
lPHT,0.9298918604651164,1.209698449612403,0.8959316455696202,1.3072842105263158,0.8987999999999999,1.4444400000000002
lPH,1.1366558139534884,1.4105751937984496,1.1342113924050632,1.501316842105263,1.1213714285714285,1.6438760000000001
lTPOJ1,1.187183139534884,1.4738364341085273,1.1515658227848102,1.5673210526315786,1.1456285714285712,1.676768
lTPOJ2,1.051257558139535,1.3532612403100774,1.0134265822784807,1.47531052631579,1.0360285714285713,1.5802019999999999
lTPOJ3,1.1027040697674417,1.4079596899224807,1.093951898734177,1.467217894736842,1.0433142857142859,1.5866339999999999
lDVT,1.1345476744186047,1.3906,1.0910012658227846,1.4413821052631584,1.1006714285714285,1.55642
lPGp,0.9395162790697673,1.201139534883721,0.9267341772151901,1.287502105263158,0.9329857142857144,1.3921919999999997
lIP2,1.0960162790697674,1.4276403100775195,1.0514101265822784,1.5369031578947367,1.0634142857142856,1.58936
lIP1,1.0298575581395348,1.3455317829457365,0.9906050632911393,1.4602305263157895,0.9767571428571429,1.5820199999999998
lIP0,1.1751697674418604,1.4303992248062016,1.1435113924050633,1.5113589473684215,1.1327285714285715,1.64298
lPFop,0.9615767441860466,1.2030124031007752,0.9331468354430379,1.2821326315789472,0.9548142857142857,1.3949500000000001
lPF,0.9412999999999999,1.2242790697674417,0.9150949367088608,1.2998421052631577,0.9060857142857143,1.3965020000000001
lPFm,0.9207668604651161,1.2339147286821706,0.8843278481012657,1.3438715789473685,0.8805285714285714,1.4334380000000002
lPGi,1.1700680232558138,1.4793751937984494,1.134126582278481,1.5694063157894738,1.1357428571428572,1.6625480000000001
lPGs,0.950449418604651,1.250031007751938,0.9143582278481012,1.3413094736842104,0.9274428571428572,1.45378
lV6A,0.8357174418604651,1.0270062015503876,0.8077822784810126,1.0669957894736841,0.7534142857142857,1.172646
lVMV1,0.9583087209302324,1.0956589147286824,0.9442405063291137,1.1353115789473684,0.9000857142857145,1.166868
lVMV3,1.152850581395349,1.3465596899224805,1.1343860759493671,1.389162105263158,1.1345571428571428,1.434822
lPHA2,0.989439534883721,1.166862015503876,0.9607278481012659,1.2151884210526318,0.8981000000000001,1.23108
lV4t,1.0844447674418605,1.3417062015503878,1.0311784810126583,1.4424021052631582,1.1181142857142858,1.529918
lFST,1.125975581395349,1.403241860465116,1.0884835443037975,1.4996294736842104,1.1169571428571428,1.630036
lV3CD,1.0551848837209303,1.2856542635658914,1.0357253164556963,1.3489873684210525,1.036757142857143,1.4335240000000002
lLO3,0.976174418604651,1.2405790697674417,0.9674341772151899,1.3100968421052632,0.9437428571428571,1.4721760000000002
lVMV2,1.143589534883721,1.3123813953488372,1.1082518987341772,1.3303863157894738,1.0913,1.3356560000000002
l31pd,1.2246651162790698,1.5703286821705427,1.1777025316455694,1.7062821052631576,1.1628857142857143,1.821332
l31a,0.8907447674418605,1.257277519379845,0.8785569620253162,1.4026452631578945,0.8247857142857143,1.5722160000000003
lVVC,0.9641622093023254,1.1460720930232557,0.9736367088607595,1.2175231578947368,0.9576571428571429,1.298646
l25,0.9173848837209302,1.2060829457364342,0.9217860759493671,1.330021052631579,0.8877142857142858,1.4095959999999998
ls32,1.0952453488372094,1.4250953488372091,1.078573417721519,1.5587273684210528,1.0999857142857141,1.6479660000000005
lpOFC,0.9181819767441861,1.1098883720930233,0.9135746835443039,1.2004894736842104,0.8572857142857143,1.291372
lPoI1,0.9752674418604652,1.1292038759689924,0.9505721518987342,1.1751589473684212,0.8962,1.22553
lIg,1.0961232558139533,1.2688046511627906,1.0818999999999999,1.339607368421053,1.0863,1.415956
lFOP5,1.2940767441860466,1.5565178294573645,1.2742405063291138,1.616887368421053,1.2746714285714287,1.6590280000000002
lp10p,1.0340517441860464,1.3737782945736434,1.0148189873417723,1.528134736842105,1.0364428571428572,1.6341360000000003
lp47r,1.073617441860465,1.4004620155038758,1.0511594936708861,1.5080957894736846,1.1318,1.614484
lTGv,0.8568819767441862,0.9973992248062016,0.8419924050632912,1.1010094736842104,0.8165285714285714,1.1886560000000002
lMBelt,1.060277906976744,1.2511875968992245,1.0270012658227847,1.319376842105263,1.0667714285714287,1.380118
lLBelt,1.1219389534883721,1.3112093023255815,1.08996835443038,1.4082347368421055,1.110842857142857,1.4671359999999998
lA4,0.8380645348837207,1.0585317829457364,0.805879746835443,1.1630694736842107,0.8536142857142855,1.2624879999999998
lSTSva,1.131949418604651,1.3992519379844959,1.1309898734177215,1.4742168421052633,1.1280857142857144,1.559128
lTE1m,0.950632558139535,1.2075178294573643,0.9326620253164556,1.2961642105263158,0.9259571428571428,1.40788
lPI,1.0823651162790695,1.2346744186046512,1.0527177215189873,1.2732589473684213,0.9964857142857142,1.3056119999999998
la32pr,1.2124976744186047,1.5260031007751937,1.1819291139240506,1.641076842105263,1.2386857142857142,1.706928
lp24,1.0092267441860465,1.3131124031007753,0.9675341772151899,1.4270999999999998,0.9974285714285714,1.4903639999999998
